# ArchitectureIdx, Test-Accuracy, TrainingTime(xEpoch), TrainingTime(total)
1.300000000000000000e+02 6.711999999999999034e+01 1.844382961591084680e+01 3.688765923182179449e+03
1.310000000000000000e+02 5.729333333333332945e+01 1.683876371383666992e+01 3.367752742767333984e+03
1.320000000000000000e+02 6.716000000000001080e+01 1.407659073670705219e+01 2.815318147341413805e+03
1.330000000000000000e+02 7.012333333333333485e+01 2.145630518595377723e+01 4.291261037190746720e+03
1.340000000000000000e+02 6.574333333333332519e+01 1.917564288775126258e+01 3.835128577550241516e+03
1.350000000000000000e+02 6.729000000000000625e+01 1.067428509394327740e+01 2.134857018788660298e+03
1.360000000000000000e+02 6.803333333333333144e+01 2.976060040791828953e+01 5.952120081583648243e+03
1.370000000000000000e+02 6.951666666666666572e+01 2.232817884286244592e+01 4.465635768572495181e+03
1.380000000000000000e+02 7.113666666666667027e+01 3.009496366977691650e+01 6.018992733955383301e+03
1.390000000000000000e+02 6.525666666666666060e+01 2.059872531890869141e+01 4.119745063781738281e+03
1.400000000000000000e+02 6.760000000000000853e+01 1.996782382329304895e+01 3.993564764658621698e+03
1.410000000000000000e+02 6.556333333333333258e+01 1.888603357474009314e+01 3.777206714948007630e+03
1.420000000000000000e+02 6.880999999999998806e+01 2.292911346753438195e+01 4.585822693506880569e+03
1.430000000000000000e+02 6.736333333333332973e+01 1.868446151415507117e+01 3.736892302831003690e+03
1.440000000000000000e+02 5.628333333333333144e+01 1.892517781257629395e+01 3.785035562515258789e+03
1.450000000000000000e+02 6.406333333333333258e+01 1.655798645814259729e+01 3.311597291628527728e+03
1.460000000000000000e+02 5.549666666666666970e+01 1.639651878674824914e+01 3.279303757349657189e+03
1.470000000000000000e+02 6.935333333333333883e+01 2.538965721925099217e+01 5.077931443850197866e+03
1.480000000000000000e+02 6.787333333333333485e+01 1.827475547790527344e+01 3.654951095581054688e+03
1.490000000000000000e+02 6.526999999999999602e+01 1.487560506661733051e+01 2.975121013323471288e+03
1.500000000000000000e+02 6.263333333333333286e+01 1.672133894761403283e+01 3.344267789522814837e+03
1.510000000000000000e+02 4.436333333333333684e+01 1.265264399846395094e+01 2.530528799692790471e+03
1.520000000000000000e+02 6.854000000000000625e+01 1.852112746238708496e+01 3.704225492477416992e+03
1.530000000000000000e+02 7.000666666666667481e+01 2.691083232561747707e+01 5.382166465123499620e+03
1.540000000000000000e+02 6.356000000000000227e+01 2.491167787710825721e+01 4.982335575421651811e+03
1.550000000000000000e+02 5.677000000000000313e+01 1.957259964942932129e+01 3.914519929885864258e+03
1.560000000000000000e+02 5.657999999999999119e+01 1.390857124328613281e+01 2.781714248657226562e+03
1.570000000000000000e+02 1.004666666666666686e+01 1.292073667049407959e+01 2.584147334098815918e+03
1.580000000000000000e+02 6.950000000000000000e+01 2.461980529626210412e+01 4.923961059252421364e+03
1.590000000000000000e+02 6.426999999999999602e+01 1.435180405775705914e+01 2.870360811551407551e+03
1.600000000000000000e+02 5.489999999999999858e+01 1.430245431264241596e+01 2.860490862528487469e+03
1.610000000000000000e+02 6.562666666666666515e+01 1.263526260852813721e+01 2.527052521705627441e+03
1.620000000000000000e+02 6.695333333333333314e+01 2.688030703862507664e+01 5.376061407725011122e+03
1.630000000000000000e+02 5.713333333333332575e+01 1.113968276977539062e+01 2.227936553955078125e+03
1.640000000000000000e+02 6.831666666666666288e+01 2.560968343416849891e+01 5.121936686833701970e+03
1.650000000000000000e+02 6.919000000000001194e+01 2.263505673408508301e+01 4.527011346817016602e+03
1.660000000000000000e+02 6.196000000000000085e+01 1.361828247706095141e+01 2.723656495412187724e+03
1.670000000000000000e+02 6.363666666666667737e+01 1.494091125329335590e+01 2.988182250658676367e+03
1.680000000000000000e+02 7.191666666666667140e+01 2.662210333347320912e+01 5.324420666694642023e+03
1.690000000000000000e+02 6.170333333333332604e+01 2.062024847666422644e+01 4.124049695332833835e+03
1.700000000000000000e+02 6.187333333333333485e+01 1.585528135299682617e+01 3.171056270599365234e+03
1.710000000000000000e+02 6.962999999999999545e+01 2.612236440181731822e+01 5.224472880363463446e+03
1.720000000000000000e+02 1.000000000000000000e+00 1.048550343513488770e+01 2.097100687026977539e+03
1.730000000000000000e+02 5.490666666666666629e+01 1.408415015538533588e+01 2.816830031077070544e+03
1.740000000000000000e+02 6.796000000000000796e+01 1.682485866546630859e+01 3.364971733093261719e+03
1.750000000000000000e+02 6.139333333333333798e+01 1.726658272743225098e+01 3.453316545486450195e+03
1.760000000000000000e+02 6.246000000000000085e+01 1.223570326964060406e+01 2.447140653928121083e+03
1.770000000000000000e+02 5.981666666666666288e+01 1.678359413146972656e+01 3.356718826293945312e+03
1.780000000000000000e+02 6.751666666666666572e+01 2.353169890244801721e+01 4.706339780489606710e+03
1.790000000000000000e+02 6.674666666666665549e+01 2.124109617869059363e+01 4.248219235738109091e+03
1.800000000000000000e+02 6.918333333333333712e+01 2.600089311599731090e+01 5.200178623199461981e+03
1.810000000000000000e+02 6.399666666666666970e+01 1.717000734806060791e+01 3.434001469612121582e+03
1.820000000000000000e+02 1.000000000000000000e+00 1.099212392171224018e+01 2.198424784342444127e+03
1.830000000000000000e+02 5.452999999999999403e+01 1.438060351212819477e+01 2.876120702425643231e+03
1.840000000000000000e+02 6.507666666666665378e+01 2.160302913188934326e+01 4.320605826377868652e+03
1.850000000000000000e+02 6.404999999999999716e+01 1.949229236443837365e+01 3.898458472887685730e+03
1.860000000000000000e+02 5.816333333333333400e+01 6.854714830716449825e+00 1.370942966143288686e+03
1.870000000000000000e+02 6.233666666666666600e+01 1.566905800501505297e+01 3.133811601003004398e+03
1.880000000000000000e+02 6.108666666666666600e+01 1.623974915345509729e+01 3.247949830691026818e+03
1.890000000000000000e+02 6.947000000000001307e+01 1.719375769297282019e+01 3.438751538594555313e+03
1.900000000000000000e+02 6.491000000000001080e+01 1.788544901212056359e+01 3.577089802424122809e+03
1.910000000000000000e+02 6.562666666666666515e+01 2.118638579050699988e+01 4.237277158101390341e+03
1.920000000000000000e+02 6.731666666666666288e+01 1.699953186511993408e+01 3.399906373023986816e+03
1.930000000000000000e+02 6.025999999999999801e+01 1.660335818926493445e+01 3.320671637852978620e+03
1.940000000000000000e+02 6.730333333333332746e+01 1.412265189488728900e+01 2.824530378977461169e+03
1.950000000000000000e+02 6.400333333333333030e+01 1.312832148869832416e+01 2.625664297739666836e+03
1.960000000000000000e+02 5.791666666666666430e+01 1.460584557056427002e+01 2.921169114112854004e+03
1.970000000000000000e+02 6.655333333333334167e+01 1.627177536487579346e+01 3.254355072975158691e+03
1.980000000000000000e+02 6.720999999999999375e+01 2.137852450211842736e+01 4.275704900423695108e+03
1.990000000000000000e+02 5.003000000000000114e+01 7.945731202761332490e+00 1.589146240552270001e+03
2.000000000000000000e+02 5.904333333333332945e+01 1.557923523585001568e+01 3.115847047169997040e+03
2.010000000000000000e+02 5.796000000000000085e+01 1.001694067319234271e+01 2.003388134638462589e+03
2.020000000000000000e+02 6.857999999999999829e+01 2.560970139503478649e+01 5.121940279006957098e+03
2.030000000000000000e+02 7.051999999999999602e+01 2.769138371944427135e+01 5.538276743888854071e+03
2.040000000000000000e+02 6.745333333333333314e+01 1.891442183653513709e+01 3.782884367307016419e+03
2.050000000000000000e+02 6.742999999999999261e+01 1.407481507460276227e+01 2.814963014920549085e+03
2.060000000000000000e+02 6.704666666666666686e+01 1.039781697591145893e+01 2.079563395182286058e+03
2.070000000000000000e+02 6.607333333333333769e+01 2.300978140036265174e+01 4.601956280072526170e+03
2.080000000000000000e+02 4.161999999999999744e+01 1.261476671695709229e+01 2.522953343391418457e+03
2.090000000000000000e+02 6.643666666666666742e+01 1.975479181607564172e+01 3.950958363215140253e+03
2.100000000000000000e+02 4.647999999999999687e+01 1.277246356010437012e+01 2.554492712020874023e+03
2.110000000000000000e+02 6.929666666666666686e+01 2.431620935599009314e+01 4.863241871198018089e+03
2.120000000000000000e+02 6.965666666666668050e+01 2.595597585042317590e+01 5.191195170084632082e+03
2.130000000000000000e+02 6.728666666666667595e+01 1.672782798608144006e+01 3.345565597216296283e+03
2.140000000000000000e+02 6.942000000000000171e+01 1.872866153717041016e+01 3.745732307434082031e+03
2.150000000000000000e+02 4.672999999999999687e+01 1.468925527731577496e+01 2.937851055463150260e+03
2.160000000000000000e+02 5.329333333333332945e+01 1.373151965936025043e+01 2.746303931872052999e+03
2.170000000000000000e+02 6.588666666666667027e+01 1.958309594790140906e+01 3.916619189580270813e+03
2.180000000000000000e+02 6.621000000000000796e+01 1.636900742848714074e+01 3.273801485697435510e+03
2.190000000000000000e+02 6.941666666666667140e+01 1.471422688166300397e+01 2.942845376332596061e+03
2.200000000000000000e+02 5.750999999999999801e+01 1.905922520160675049e+01 3.811845040321350098e+03
2.210000000000000000e+02 6.525999999999999091e+01 1.457231616973876775e+01 2.914463233947753452e+03
2.220000000000000000e+02 6.191333333333333400e+01 1.683084853490193566e+01 3.366169706980395404e+03
2.230000000000000000e+02 3.945666666666667055e+01 1.428509044647216797e+01 2.857018089294433594e+03
2.240000000000000000e+02 6.940333333333332178e+01 2.391650851567586145e+01 4.783301703135174648e+03
2.250000000000000000e+02 1.000000000000000000e+00 1.303882380326589008e+01 2.607764760653179565e+03
2.260000000000000000e+02 5.875000000000000000e+01 9.365169127782186465e+00 1.873033825556432021e+03
2.270000000000000000e+02 6.906000000000000227e+01 2.266373233000437537e+01 4.532746466000869987e+03
2.280000000000000000e+02 6.835000000000000853e+01 2.033818999926249305e+01 4.067637999852486246e+03
2.290000000000000000e+02 5.901333333333332831e+01 1.329810961087544818e+01 2.659621922175091640e+03
2.300000000000000000e+02 6.459333333333331950e+01 2.578055405616760609e+01 5.156110811233521417e+03
2.310000000000000000e+02 5.508000000000000540e+01 1.972237833340962609e+01 3.944475666681937128e+03
2.320000000000000000e+02 3.876999999999999602e+01 9.611648917198181152e+00 1.922329783439636230e+03
2.330000000000000000e+02 1.000000000000000000e+00 1.055711654822031598e+01 2.111423309644068013e+03
2.340000000000000000e+02 6.453000000000001535e+01 2.030996203422546387e+01 4.061992406845092773e+03
2.350000000000000000e+02 6.907666666666666799e+01 2.392100063959757605e+01 4.784200127919512852e+03
2.360000000000000000e+02 6.181666666666666288e+01 1.820887287457783899e+01 3.641774574915577887e+03
2.370000000000000000e+02 6.842999999999999261e+01 2.131589889526367188e+01 4.263179779052734375e+03
2.380000000000000000e+02 6.845666666666666345e+01 2.332042562961578369e+01 4.664085125923156738e+03
2.390000000000000000e+02 1.056666666666666643e+01 1.073473735650380512e+01 2.146947471300756661e+03
2.400000000000000000e+02 5.050999999999999801e+01 7.638756434122721650e+00 1.527751286824547378e+03
2.410000000000000000e+02 6.724666666666666970e+01 2.467644468943278113e+01 4.935288937886556596e+03
2.420000000000000000e+02 6.899333333333332519e+01 2.478875462214152492e+01 4.957750924428304643e+03
2.430000000000000000e+02 5.782000000000000028e+01 9.669207612673440977e+00 1.933841522534693695e+03
2.440000000000000000e+02 7.079000000000000625e+01 2.263322615623474121e+01 4.526645231246948242e+03
2.450000000000000000e+02 5.514999999999999858e+01 1.965943396091461182e+01 3.931886792182922363e+03
2.460000000000000000e+02 6.755333333333334167e+01 1.982301108042399207e+01 3.964602216084786505e+03
2.470000000000000000e+02 4.962000000000000455e+01 1.475218391418457031e+01 2.950436782836914062e+03
2.480000000000000000e+02 6.945999999999999375e+01 1.833893454074859619e+01 3.667786908149719238e+03
2.490000000000000000e+02 6.847000000000001307e+01 2.060901912053425988e+01 4.121803824106863431e+03
2.500000000000000000e+02 7.027333333333332632e+01 1.561489625771840473e+01 3.122979251543687042e+03
2.510000000000000000e+02 5.702333333333333343e+01 1.690087819099426270e+01 3.380175638198852539e+03
2.520000000000000000e+02 6.931999999999999318e+01 1.932339473565419397e+01 3.864678947130849792e+03
2.530000000000000000e+02 6.467000000000000171e+01 1.752382997671763221e+01 3.504765995343517261e+03
2.540000000000000000e+02 6.482666666666666799e+01 1.567945365111033063e+01 3.135890730222059574e+03
2.550000000000000000e+02 6.255000000000000426e+01 1.778228167692820350e+01 3.556456335385630609e+03
2.560000000000000000e+02 6.892666666666666231e+01 1.946111158529917518e+01 3.892222317059824036e+03
2.570000000000000000e+02 6.147333333333332916e+01 2.109473760922749719e+01 4.218947521845509982e+03
2.580000000000000000e+02 7.006999999999999318e+01 1.504248825709025006e+01 3.008497651418044825e+03
2.590000000000000000e+02 6.347666666666666657e+01 1.620887227853139123e+01 3.241774455706285607e+03
2.600000000000000000e+02 5.475000000000000000e+01 1.309907901287079035e+01 2.619815802574158170e+03
2.610000000000000000e+02 6.977333333333332632e+01 2.658167668183644494e+01 5.316335336367284981e+03
2.620000000000000000e+02 5.516666666666666430e+01 1.704294248421986779e+01 3.408588496843982284e+03
2.630000000000000000e+02 6.720999999999999375e+01 2.151766387621561805e+01 4.303532775243114884e+03
2.640000000000000000e+02 6.720000000000000284e+01 2.724356154600779334e+01 5.448712309201564494e+03
2.650000000000000000e+02 7.199333333333333940e+01 2.521075908342997351e+01 5.042151816685995982e+03
2.660000000000000000e+02 5.831666666666666288e+01 1.903318989276885986e+01 3.806637978553771973e+03
2.670000000000000000e+02 6.766000000000001080e+01 2.029506182670593262e+01 4.059012365341186523e+03
2.680000000000000000e+02 6.876666666666666572e+01 2.800033104419708252e+01 5.600066208839416504e+03
2.690000000000000000e+02 6.706333333333333258e+01 2.029499351978302002e+01 4.058998703956604004e+03
2.700000000000000000e+02 6.131333333333333258e+01 2.038306788603464881e+01 4.076613577206917398e+03
2.710000000000000000e+02 5.394999999999999574e+01 1.640434436003367225e+01 3.280868872006727088e+03
2.720000000000000000e+02 6.578333333333334565e+01 1.459632289409637451e+01 2.919264578819274902e+03
2.730000000000000000e+02 6.728333333333334565e+01 2.265263875325520715e+01 4.530527750651046517e+03
2.740000000000000000e+02 6.998333333333333428e+01 2.731964790821075439e+01 5.463929581642150879e+03
2.750000000000000000e+02 5.836333333333332263e+01 1.531627285480499090e+01 3.063254570960998080e+03
2.760000000000000000e+02 5.416666666666666430e+01 1.693974447250366211e+01 3.387948894500732422e+03
2.770000000000000000e+02 6.937000000000000455e+01 2.377609288692474365e+01 4.755218577384948730e+03
2.780000000000000000e+02 5.760666666666666202e+01 1.088927789529164691e+01 2.177855579058325475e+03
2.790000000000000000e+02 6.544333333333332803e+01 2.070150327682495117e+01 4.140300655364990234e+03
2.800000000000000000e+02 4.971333333333333115e+01 1.139414552847544293e+01 2.278829105695091130e+03
2.810000000000000000e+02 6.842666666666666231e+01 2.304583191871643066e+01 4.609166383743286133e+03
2.820000000000000000e+02 6.598999999999999488e+01 1.966376399993896484e+01 3.932752799987792969e+03
2.830000000000000000e+02 6.854333333333333655e+01 1.772434965769449988e+01 3.544869931538889887e+03
2.840000000000000000e+02 6.191000000000000369e+01 9.751588741938272520e+00 1.950317748387660004e+03
2.850000000000000000e+02 6.903666666666667595e+01 1.802944608529408654e+01 3.605889217058827398e+03
2.860000000000000000e+02 5.755333333333333456e+01 1.920403607686360559e+01 3.840807215372732117e+03
2.870000000000000000e+02 6.710999999999999943e+01 2.488489202658335486e+01 4.976978405316671342e+03
2.880000000000000000e+02 6.757666666666666799e+01 1.997434659798939904e+01 3.994869319597891717e+03
