# ArchitectureIdx, Test-Accuracy, TrainingTime(xEpoch), TrainingTime(total)
3.400000000000000000e+01 3.837222222052680110e+01 5.057785020438830514e+01 1.011557004087769019e+04
3.500000000000000000e+01 3.857777775065104464e+01 5.056432755517959521e+01 1.011286551103588317e+04
3.600000000000000000e+01 3.738333331637912238e+01 6.995074551844597011e+01 1.399014910368924029e+04
3.700000000000000000e+01 3.473333331976996874e+01 3.377083300050099979e+01 6.754166600100185860e+03
3.800000000000000000e+01 3.534444442918564988e+01 6.491740281454723061e+01 1.298348056290949717e+04
3.900000000000000000e+01 3.409444443935817759e+01 4.021870786468187475e+01 8.043741572936402918e+03
4.000000000000000000e+01 1.596111110772027075e+01 4.902694261209170890e+01 9.805388522418319553e+03
4.100000000000000000e+01 3.256666665649413517e+01 5.629723217256863421e+01 1.125944643451369302e+04
4.200000000000000000e+01 4.387777775743273168e+01 5.902520087107021851e+01 1.180504017421407480e+04
4.300000000000000000e+01 3.848888886176215607e+01 6.197579024354617871e+01 1.239515804870925240e+04
4.400000000000000000e+01 1.851111111450195423e+01 3.918226663740476567e+01 7.836453327480931875e+03
4.500000000000000000e+01 3.425000000169541892e+01 2.944014397970835262e+01 5.888028795941679164e+03
4.600000000000000000e+01 3.813888888210720296e+01 6.638431373556454673e+01 1.327686274711293845e+04
4.700000000000000000e+01 3.664999998474121412e+01 5.797317010831832818e+01 1.159463402166366177e+04
4.800000000000000000e+01 2.903888889227973280e+01 3.518434280920028812e+01 7.036868561840078655e+03
4.900000000000000000e+01 3.757777775912814633e+01 4.872283979360262407e+01 9.744567958720530441e+03
5.000000000000000000e+01 4.471666665649414085e+01 8.041642159493763131e+01 1.608328431898744566e+04
5.100000000000000000e+01 3.107777776590983265e+01 4.974766262205442757e+01 9.949532524410855331e+03
5.200000000000000000e+01 4.395555554199219017e+01 7.056333931024869344e+01 1.411266786204977689e+04
5.300000000000000000e+01 1.140555555725097747e+01 3.262875958657264874e+01 6.525751917314525599e+03
5.400000000000000000e+01 3.903333331298828313e+01 6.314623789238930129e+01 1.262924757847786350e+04
5.500000000000000000e+01 2.881666667344834920e+01 2.419832751242320157e+01 4.839665502484622266e+03
5.600000000000000000e+01 4.327222221544053582e+01 6.794401101970672130e+01 1.358880220394131175e+04
5.700000000000000000e+01 1.629444444359673128e+01 5.115579917748768679e+01 1.023115983549757038e+04
5.800000000000000000e+01 1.416666666454739065e+01 2.790984762223562043e+01 5.581969524447112235e+03
5.900000000000000000e+01 3.300555555046929612e+01 6.130254074223835659e+01 1.226050814844772140e+04
6.000000000000000000e+01 3.441666666497124538e+01 5.210172383093833304e+01 1.042034476618766348e+04
6.100000000000000000e+01 3.126666665649414156e+01 5.432242795618375197e+01 1.086448559123673658e+04
6.200000000000000000e+01 4.038333332655165009e+01 6.121409322476387160e+01 1.224281864495278387e+04
6.300000000000000000e+01 4.270555553860134523e+01 8.223746292765935095e+01 1.644749258553193067e+04
6.400000000000000000e+01 4.080555554199218449e+01 9.089530782826740563e+01 1.817906156565343554e+04
6.500000000000000000e+01 4.524444444444444002e+01 9.041191516447067045e+01 1.808238303289407122e+04
6.600000000000000000e+01 1.583888888888888857e+01 3.490922872161865342e+01 6.981845744323750296e+03
6.700000000000000000e+01 4.294444443766275299e+01 8.331947017208734962e+01 1.666389403441750983e+04
6.800000000000000000e+01 3.939999998643663304e+01 4.958309307225545126e+01 9.916618614451037502e+03
6.900000000000000000e+01 4.410555554877387152e+01 4.772776004203160483e+01 9.545552008406270033e+03
7.000000000000000000e+01 3.897777777777778141e+01 4.747970427338282207e+01 9.495940854676529852e+03
7.100000000000000000e+01 3.633888887532551593e+01 5.406408573921521565e+01 1.081281714784307951e+04
7.200000000000000000e+01 2.874999999152289476e+01 2.988995552857717186e+01 5.977991105715421327e+03
7.300000000000000000e+01 3.321111110093858798e+01 6.443077165921528149e+01 1.288615433184310677e+04
7.400000000000000000e+01 8.333333331214056727e-01 4.517144875558218331e+01 9.034289751116408297e+03
7.500000000000000000e+01 1.528333333079020129e+01 4.440528955793380561e+01 8.881057911586725822e+03
7.600000000000000000e+01 2.892222220696343626e+01 3.387007042622566644e+01 6.774014085245118622e+03
7.700000000000000000e+01 4.423333331298827176e+01 6.465286198830604292e+01 1.293057239766122075e+04
7.800000000000000000e+01 3.870555556233723848e+01 6.689266745082538534e+01 1.337853349016511311e+04
7.900000000000000000e+01 3.955000001356336981e+01 4.292177808252970550e+01 8.584355616505898070e+03
8.000000000000000000e+01 4.292222220526801379e+01 5.549225339317322181e+01 1.109845067863462464e+04
8.100000000000000000e+01 4.598888887871635944e+01 8.661405686068535204e+01 1.732281137213713737e+04
8.200000000000000000e+01 3.223333333333332718e+01 7.665015021769207237e+01 1.533003004353847609e+04
8.300000000000000000e+01 2.496666665479871838e+01 3.906070493515332487e+01 7.812140987030627002e+03
8.400000000000000000e+01 3.720555553181966246e+01 4.850833608484268211e+01 9.701667216968538924e+03
8.500000000000000000e+01 3.806111107381185121e+01 6.049223476362228524e+01 1.209844695272443096e+04
8.600000000000000000e+01 4.227222221204969799e+01 5.495378238177298869e+01 1.099075647635461610e+04
8.700000000000000000e+01 2.271666665988498224e+01 4.408377384956677503e+01 8.816754769913324708e+03
8.800000000000000000e+01 3.269444443088107732e+01 5.169211686086654822e+01 1.033842337217331260e+04
8.900000000000000000e+01 4.006111109415689953e+01 4.863476697762806822e+01 9.726953395525590167e+03
9.000000000000000000e+01 3.764999999152289689e+01 6.747450413282712134e+01 1.349490082656546838e+04
9.100000000000000000e+01 3.657777776590983621e+01 5.933596730001767838e+01 1.186719346000354381e+04
9.200000000000000000e+01 3.851111108059353683e+01 6.638189855051041377e+01 1.327637971010201181e+04
9.300000000000000000e+01 3.667777777099609438e+01 5.301300764417648992e+01 1.060260152883529554e+04
9.400000000000000000e+01 2.989444443427191800e+01 4.421860237201055810e+01 8.843720474402121908e+03
9.500000000000000000e+01 1.379444444444444429e+01 3.610295681095123399e+01 7.220591362190268228e+03
9.600000000000000000e+01 3.549444443935818327e+01 6.944765245310466639e+01 1.388953049062100217e+04
9.700000000000000000e+01 3.259444444953070530e+01 3.055059924197196963e+01 6.110119848394412656e+03
9.800000000000000000e+01 3.318333333333333712e+01 5.143078269823391935e+01 1.028615653964676130e+04
9.900000000000000000e+01 4.383333333333333570e+01 5.764042951003710868e+01 1.152808590200740400e+04
1.000000000000000000e+02 3.907777777438693079e+01 6.842987384406725937e+01 1.368597476881340845e+04
1.010000000000000000e+02 3.382777775912814633e+01 4.189716418512662699e+01 8.379432837025335175e+03
1.020000000000000000e+02 4.227777776760525086e+01 6.587449255998929232e+01 1.317489851199788245e+04
1.030000000000000000e+02 4.080555556911892268e+01 6.491570472232501743e+01 1.298314094446504168e+04
1.040000000000000000e+02 8.333333332803514182e-01 4.801197052693367340e+01 9.602394105386711090e+03
1.050000000000000000e+02 8.333333333863152115e-01 2.733177133742968223e+01 5.466354267485934542e+03
1.060000000000000000e+02 1.608333333248562269e+01 4.065056074706713929e+01 8.130112149413434054e+03
1.070000000000000000e+02 3.154444443596733905e+01 5.972434685142834354e+01 1.194486937028562534e+04
1.080000000000000000e+02 8.333333334922791158e-01 3.754968882648149986e+01 7.509937765296307589e+03
1.090000000000000000e+02 4.508888885498046761e+01 7.625664058319728156e+01 1.525132811663941720e+04
1.100000000000000000e+02 3.557777776760525512e+01 4.951964108649889340e+01 9.903928217299806420e+03
1.110000000000000000e+02 4.481666665988498011e+01 6.790740769847234048e+01 1.358148153969449777e+04
1.120000000000000000e+02 3.966666663614909538e+01 4.692299429273604261e+01 9.384598858547187774e+03
1.130000000000000000e+02 2.911111110772027288e+01 3.364846065060297775e+01 6.729692130120576621e+03
1.140000000000000000e+02 3.411666666497124112e+01 5.424435670447349622e+01 1.084887134089473693e+04
1.150000000000000000e+02 3.524999999321831723e+01 4.426966979805627744e+01 8.853933959611260434e+03
1.160000000000000000e+02 4.173888888210720438e+01 5.553599702040354913e+01 1.110719940408066213e+04
1.170000000000000000e+02 3.965000000678168135e+01 8.399425476805370749e+01 1.679885095361069034e+04
1.180000000000000000e+02 2.024999998982747229e+01 2.875296710817018564e+01 5.750593421634038350e+03
1.190000000000000000e+02 4.313333335028753623e+01 6.880637518914539896e+01 1.376127503782910026e+04
1.200000000000000000e+02 8.333333333863152115e-01 5.448834175364176957e+01 1.089766835072838876e+04
1.210000000000000000e+02 3.901666665649413801e+01 7.448049085315068396e+01 1.489609817063019182e+04
1.220000000000000000e+02 3.601666668023003837e+01 6.110442202599842432e+01 1.222088440519971664e+04
1.230000000000000000e+02 2.280555555216471575e+01 6.235874916148186031e+01 1.247174983229634381e+04
1.240000000000000000e+02 3.981666666666666998e+01 4.278267135628064466e+01 8.556534271256157808e+03
1.250000000000000000e+02 3.632222221883137792e+01 4.646635565360386977e+01 9.293271130720797373e+03
1.260000000000000000e+02 2.623888888380262685e+01 5.516508123532931762e+01 1.103301624706583425e+04
1.270000000000000000e+02 3.272777777099609153e+01 6.164706261634827200e+01 1.232941252326964059e+04
1.280000000000000000e+02 4.079999997626410391e+01 5.714351383535066731e+01 1.142870276707011180e+04
1.290000000000000000e+02 4.505555554538303653e+01 7.897730561645825276e+01 1.579546112329160860e+04
1.300000000000000000e+02 4.046111109076606027e+01 5.595857905467351401e+01 1.119171581093469467e+04
1.310000000000000000e+02 2.311666666497124822e+01 5.108880910778046314e+01 1.021776182155612332e+04
1.320000000000000000e+02 4.003333331637912096e+01 4.270837629516919520e+01 8.541675259033812836e+03
1.330000000000000000e+02 4.378888886176215323e+01 6.509842993418375556e+01 1.301968598683672462e+04
1.340000000000000000e+02 3.859444442749023807e+01 5.817890052143732760e+01 1.163578010428751622e+04
1.350000000000000000e+02 3.922777777099609153e+01 3.238578097502390563e+01 6.477156195004808069e+03
1.360000000000000000e+02 3.498888887023925776e+01 9.029366163762409769e+01 1.805873232752486001e+04
1.370000000000000000e+02 4.343888887193467241e+01 6.774369460924465614e+01 1.354873892184888427e+04
1.380000000000000000e+02 4.083888887193467809e+01 9.130811977410316160e+01 1.826162395482065040e+04
1.390000000000000000e+02 3.674444444105360930e+01 6.249653261756896683e+01 1.249930652351383651e+04
1.400000000000000000e+02 4.112222220865885447e+01 6.058237747987110566e+01 1.211647549597425677e+04
1.410000000000000000e+02 3.822777775912814491e+01 5.730022586576145471e+01 1.146004517315231351e+04
1.420000000000000000e+02 4.251666666666666572e+01 6.956693026049931916e+01 1.391338605209992420e+04
1.430000000000000000e+02 3.969444442749023239e+01 5.668865623394648168e+01 1.133773124678928980e+04
1.440000000000000000e+02 2.973333331976996519e+01 5.741898948335647646e+01 1.148379789667126352e+04
1.450000000000000000e+02 3.353888887023925491e+01 5.023693091400463828e+01 1.004738618280095397e+04
1.460000000000000000e+02 2.756666665988498366e+01 4.974703799899418755e+01 9.949407599798838419e+03
1.470000000000000000e+02 4.156666664632161456e+01 7.703222000320751306e+01 1.540644400064154797e+04
1.480000000000000000e+02 4.056111110772027217e+01 5.544560811996459648e+01 1.108912162399286717e+04
1.490000000000000000e+02 3.641666664971246092e+01 4.513258577211697542e+01 9.026517154423376269e+03
1.500000000000000000e+02 3.208888887871636797e+01 5.073254236706097231e+01 1.014650847341218105e+04
1.510000000000000000e+02 2.239999999491373828e+01 3.838812189133962249e+01 7.677624378267903921e+03
1.520000000000000000e+02 4.206111109415689953e+01 5.619310072088241981e+01 1.123862014417646424e+04
1.530000000000000000e+02 4.494999999321831297e+01 8.164746527592342318e+01 1.632949305518477377e+04
1.540000000000000000e+02 3.788888887702093911e+01 7.558203067914645601e+01 1.511640613582930928e+04
1.550000000000000000e+02 3.181111111280653247e+01 5.938326733636856147e+01 1.187665346727371616e+04
1.560000000000000000e+02 3.104444444105359935e+01 4.219860515213012775e+01 8.439721030426009747e+03
1.570000000000000000e+02 9.505555555131699919e+00 3.920151505827903549e+01 7.840303011655839327e+03
1.580000000000000000e+02 4.059999998643663588e+01 7.469648926885922435e+01 1.493929785377185726e+04
1.590000000000000000e+02 3.392777777947319606e+01 4.354337351123492539e+01 8.708674702246968081e+03
1.600000000000000000e+02 2.722777777269151400e+01 4.339364638455708700e+01 8.678729276911370107e+03
1.610000000000000000e+02 3.650000000169541892e+01 3.833538675427436715e+01 7.667077350854888209e+03
1.620000000000000000e+02 3.922777777099609153e+01 8.155485155518849183e+01 1.631097031103774498e+04
1.630000000000000000e+02 2.547777776930067262e+01 3.379779752349853794e+01 6.759559504699736863e+03
1.640000000000000000e+02 4.124444442749023665e+01 7.769977953926722591e+01 1.553995590785343848e+04
1.650000000000000000e+02 4.173333331637912380e+01 6.867476213121413764e+01 1.373495242624277489e+04
1.660000000000000000e+02 3.252777776590983194e+01 4.131786903540292855e+01 8.263573807080547340e+03
1.670000000000000000e+02 3.371111109924316196e+01 4.533072474249203765e+01 9.066144948498395024e+03
1.680000000000000000e+02 4.564999996270074689e+01 8.077146151375771410e+01 1.615429230275151167e+04
1.690000000000000000e+02 3.069444444444444642e+01 6.256183387819927333e+01 1.251236677563984085e+04
1.700000000000000000e+02 3.267777776590983052e+01 4.810492362499237373e+01 9.620984724998523234e+03
1.710000000000000000e+02 4.126111108737521249e+01 7.925525359511374290e+01 1.585105071902280724e+04
1.720000000000000000e+02 8.333333333863152115e-01 3.181301742219924833e+01 6.362603484439875501e+03
1.730000000000000000e+02 1.918333332231309640e+01 4.273131157143910741e+01 8.546262314287785557e+03
1.740000000000000000e+02 4.088333332655165009e+01 5.104662119102477646e+01 1.020932423820497206e+04
1.750000000000000000e+02 2.909444444444444500e+01 5.238681199502945418e+01 1.047736239900587316e+04
1.760000000000000000e+02 3.123888888380262685e+01 3.712312372008959471e+01 7.424624744017953162e+03
1.770000000000000000e+02 3.099999999152289476e+01 5.092142459487914863e+01 1.018428491897578897e+04
1.780000000000000000e+02 4.144444444105360503e+01 7.139517447002728545e+01 1.427903489400550279e+04
1.790000000000000000e+02 3.834444441731771036e+01 6.444548580614726063e+01 1.288909716122943973e+04
1.800000000000000000e+02 4.371666666327582362e+01 7.888670971393584352e+01 1.577734194278711948e+04
1.810000000000000000e+02 3.479444444274901826e+01 5.209380229401588025e+01 1.041876045880318816e+04
1.820000000000000000e+02 8.333333333863152115e-01 3.335010397847493380e+01 6.670020795695006200e+03
1.830000000000000000e+02 2.647222221713596113e+01 4.363075105579694224e+01 8.726150211159394530e+03
1.840000000000000000e+02 2.999999999660915861e+01 6.554359038615227462e+01 1.310871807723049096e+04
1.850000000000000000e+02 3.395555554877387294e+01 5.913961503370601491e+01 1.182792300674118633e+04
1.860000000000000000e+02 2.866111110772027359e+01 2.079720479639371078e+01 4.159440959278728769e+03
1.870000000000000000e+02 3.423333331807454272e+01 4.753992198721567064e+01 9.507984397443176931e+03
1.880000000000000000e+02 3.454444442749024091e+01 4.927139893158275896e+01 9.854279786316550599e+03
1.890000000000000000e+02 4.359999998643663588e+01 5.216586084047954586e+01 1.043317216809591446e+04
1.900000000000000000e+02 3.569444443257649624e+01 5.426445230277378329e+01 1.085289046055477047e+04
1.910000000000000000e+02 3.781111110093858230e+01 6.427949448839824242e+01 1.285589889767968998e+04
1.920000000000000000e+02 3.908333332316080799e+01 5.157657967877387506e+01 1.031531593575478109e+04
1.930000000000000000e+02 2.144999999830457682e+01 5.037458874622981142e+01 1.007491774924598576e+04
1.940000000000000000e+02 3.968333332655165435e+01 4.284812584908803501e+01 8.569625169817629285e+03
1.950000000000000000e+02 3.403333333841959529e+01 3.983132739671071221e+01 7.966265479342119761e+03
1.960000000000000000e+02 2.906111110432942723e+01 4.431413546109198620e+01 8.862827092218376492e+03
1.970000000000000000e+02 3.753888887871636371e+01 4.936856645703315394e+01 9.873713291406609642e+03
1.980000000000000000e+02 3.959444444105360361e+01 6.486244333942731544e+01 1.297248866788543091e+04
1.990000000000000000e+02 2.124999998813205337e+01 2.410734846917788232e+01 4.821469693835570979e+03
2.000000000000000000e+02 2.718888888210720367e+01 4.726739970556894832e+01 9.453479941113775567e+03
2.010000000000000000e+02 2.886111109585232271e+01 3.039139800246556788e+01 6.078279600493093312e+03
2.020000000000000000e+02 4.130000000339084210e+01 7.769983403253554854e+01 1.553996680650707822e+04
2.030000000000000000e+02 4.498888885837130402e+01 8.401565820479392244e+01 1.680313164095886896e+04
2.040000000000000000e+02 4.093888888210720722e+01 5.738635585204760758e+01 1.147727117040955818e+04
2.050000000000000000e+02 4.001666664971245524e+01 4.270298893634478077e+01 8.540597787268952743e+03
2.060000000000000000e+02 3.982222222561306779e+01 3.154697670491536599e+01 6.309395340983065580e+03
2.070000000000000000e+02 3.836666665310330160e+01 6.981167676870028060e+01 1.396233535374010353e+04
2.080000000000000000e+02 2.158888888380262472e+01 3.827320221924782118e+01 7.654640443849541953e+03
2.090000000000000000e+02 3.800555555216471504e+01 5.993603836997349532e+01 1.198720767399465876e+04
2.100000000000000000e+02 1.636666666666666714e+01 3.875165444135666348e+01 7.750330888271313597e+03
2.110000000000000000e+02 4.167777775065103896e+01 7.377537918607394829e+01 1.475507583721481933e+04
2.120000000000000000e+02 4.438888889906142055e+01 7.875043073018392192e+01 1.575008614603682690e+04
2.130000000000000000e+02 3.836111111789279704e+01 5.075223010977109084e+01 1.015044602195423249e+04
2.140000000000000000e+02 4.300555555216471504e+01 5.682275910377503436e+01 1.136455182075502671e+04
2.150000000000000000e+02 1.610555555555555429e+01 4.456720051137606475e+01 8.913440102275168101e+03
2.160000000000000000e+02 2.024999999491373615e+01 4.166143064649899941e+01 8.332286129299794993e+03
2.170000000000000000e+02 3.766666664632161599e+01 5.941511310593287476e+01 1.188302262118658655e+04
2.180000000000000000e+02 3.824444444105360219e+01 4.966356853802998472e+01 9.932713707605973468e+03
2.190000000000000000e+02 4.262777775404188674e+01 4.464296435896554982e+01 8.928592871793089216e+03
2.200000000000000000e+02 3.218333332146539050e+01 5.782568926167488144e+01 1.156513785233499766e+04
2.210000000000000000e+02 3.725000000000000000e+01 4.421240725898743307e+01 8.842481451797493719e+03
2.220000000000000000e+02 3.228333332824706758e+01 5.106479445489247126e+01 1.021295889097852341e+04
2.230000000000000000e+02 1.359444444105360184e+01 4.334096441459655580e+01 8.668192882919336625e+03
2.240000000000000000e+02 4.223888887871635944e+01 7.256268683656055885e+01 1.451253736731205754e+04
2.250000000000000000e+02 8.333333331743876249e-01 3.955979141910871277e+01 7.911958283821731129e+03
2.260000000000000000e+02 3.037222222561306140e+01 2.841392313369115286e+01 5.682784626738243787e+03
2.270000000000000000e+02 4.013333331976996732e+01 6.876176388923327920e+01 1.375235277784667596e+04
2.280000000000000000e+02 4.124999999321831723e+01 6.170606845776239879e+01 1.234121369155251887e+04
2.290000000000000000e+02 2.776666667005750710e+01 4.034646455939611087e+01 8.069292911879200801e+03
2.300000000000000000e+02 3.449999999660915506e+01 7.821820100641251372e+01 1.564364020128241827e+04
2.310000000000000000e+02 2.918888888888888644e+01 5.983769586356481085e+01 1.196753917271298087e+04
2.320000000000000000e+02 1.428888888973659910e+01 2.916174281477928432e+01 5.832348562955849957e+03
2.330000000000000000e+02 8.333333333863152115e-01 3.203029160730044111e+01 6.406058321460102889e+03
2.340000000000000000e+02 3.676111109076605743e+01 6.162042481184005283e+01 1.232408496236796964e+04
2.350000000000000000e+02 4.393333334011501279e+01 7.257631594053904678e+01 1.451526318810784687e+04
2.360000000000000000e+02 3.264444443088107306e+01 5.524572030146916291e+01 1.104914406029383645e+04
2.370000000000000000e+02 4.032777779473198621e+01 6.467243724822998274e+01 1.293448744964598154e+04
2.380000000000000000e+02 4.004444445122612706e+01 7.075417136025428988e+01 1.415083427205090084e+04
2.390000000000000000e+02 1.187777777353922737e+01 3.256919313963254581e+01 6.513838627926495974e+03
2.400000000000000000e+02 2.118888888888888999e+01 2.317598702112833919e+01 4.635197404225679747e+03
2.410000000000000000e+02 3.865555554707844976e+01 7.486833318773905432e+01 1.497366663754774527e+04
2.420000000000000000e+02 4.128333332994248650e+01 7.520908152357738174e+01 1.504181630471541757e+04
2.430000000000000000e+02 2.894444443766276365e+01 2.933637589685121938e+01 5.867275179370216392e+03
2.440000000000000000e+02 4.498888887193467667e+01 6.866920815801620392e+01 1.373384163160327262e+04
2.450000000000000000e+02 2.757777778455945850e+01 5.964672263741493197e+01 1.192934452748302101e+04
2.460000000000000000e+02 3.950555553521050456e+01 6.014301561800639462e+01 1.202860312360132230e+04
2.470000000000000000e+02 2.271111109924316551e+01 4.475812599563598582e+01 8.951625199127209271e+03
2.480000000000000000e+02 4.257777777777777573e+01 5.564032739663124261e+01 1.112806547932628928e+04
2.490000000000000000e+02 4.292222221883137223e+01 6.252776401170094545e+01 1.250555280234014390e+04
2.500000000000000000e+02 4.359999999660914938e+01 4.737559524591764415e+01 9.475119049183549578e+03
2.510000000000000000e+02 2.702222221035427552e+01 5.127726443147658841e+01 1.025545288629532479e+04
2.520000000000000000e+02 4.279999997965494885e+01 5.862717962797481874e+01 1.172543592559496210e+04
2.530000000000000000e+02 3.456666665140787842e+01 5.316730014936129578e+01 1.063346002987225984e+04
2.540000000000000000e+02 3.634444442409939313e+01 4.757146237746874817e+01 9.514292475493737584e+03
2.550000000000000000e+02 3.347777777608235539e+01 5.395144260780017476e+01 1.079028852156005996e+04
2.560000000000000000e+02 4.317222220526801379e+01 5.904501254979769698e+01 1.180900250995949500e+04
2.570000000000000000e+02 3.028333331807454343e+01 6.400143390639622964e+01 1.280028678127927560e+04
2.580000000000000000e+02 4.378888888210720864e+01 4.563890937201181686e+01 9.127781874402355243e+03
2.590000000000000000e+02 3.412222222052680110e+01 4.917771849306424770e+01 9.835543698612824301e+03
2.600000000000000000e+02 2.608888887532551948e+01 3.974260572504997668e+01 7.948521145009955035e+03
2.610000000000000000e+02 4.259999997626410817e+01 8.064880705269176531e+01 1.612976141053839274e+04
2.620000000000000000e+02 2.249444444783528851e+01 5.170828749712308081e+01 1.034165749942462753e+04
2.630000000000000000e+02 3.895555556572808342e+01 6.528459220043818334e+01 1.305691844008761655e+04
2.640000000000000000e+02 3.943333331298828170e+01 8.265696573058764329e+01 1.653139314611755617e+04
2.650000000000000000e+02 4.533333331298828028e+01 7.648944305912654329e+01 1.529788861182532673e+04
2.660000000000000000e+02 1.737777778286404029e+01 5.774669813466071133e+01 1.154933962693212561e+04
2.670000000000000000e+02 3.912222220526800953e+01 6.157521758222579678e+01 1.231504351644510643e+04
2.680000000000000000e+02 3.959999997287326323e+01 8.495300438809394450e+01 1.699060087761873365e+04
2.690000000000000000e+02 3.904444445122612706e+01 6.157501033902169496e+01 1.231500206780437293e+04
2.700000000000000000e+02 3.040555554199218591e+01 6.184222796622912455e+01 1.236844559324587499e+04
2.710000000000000000e+02 2.659444443596733620e+01 4.977078078834215802e+01 9.954156157668443484e+03
2.720000000000000000e+02 3.653333333163791252e+01 4.428524366068840123e+01 8.857048732137660409e+03
2.730000000000000000e+02 3.804444443088107874e+01 6.872810597737630189e+01 1.374562119547520524e+04
2.740000000000000000e+02 4.388888886515299959e+01 8.288781175351142849e+01 1.657756235070229013e+04
2.750000000000000000e+02 2.853888889058431388e+01 4.646957184147834141e+01 9.293914368295698296e+03
2.760000000000000000e+02 1.206111110602484793e+01 5.139518472957610840e+01 1.027903694591517706e+04
2.770000000000000000e+02 4.139999999660916075e+01 7.213666581892967145e+01 1.442733316378588825e+04
2.780000000000000000e+02 2.864999998304578810e+01 3.303806913431485270e+01 6.607613826862997485e+03
2.790000000000000000e+02 3.721111111111110858e+01 6.280836094188689600e+01 1.256167218837736254e+04
2.800000000000000000e+02 2.114999998982747442e+01 3.456983753339449805e+01 6.913967506678872269e+03
2.810000000000000000e+02 4.146666666666666856e+01 6.992105404138564495e+01 1.398421080827717924e+04
2.820000000000000000e+02 3.846666663614909254e+01 5.965985997581483247e+01 1.193197199516292312e+04
2.830000000000000000e+02 4.263888887193468236e+01 5.377567686144511327e+01 1.075513537228905079e+04
2.840000000000000000e+02 3.293333332485622833e+01 2.958632024304071706e+01 5.917264048608147277e+03
2.850000000000000000e+02 4.248333332655165151e+01 5.470133942278224737e+01 1.094026788455643145e+04
2.860000000000000000e+02 3.153888887363009985e+01 5.826504545720418804e+01 1.165300909144085927e+04
2.870000000000000000e+02 3.873333331637912380e+01 7.550076240865389821e+01 1.510015248173076725e+04
2.880000000000000000e+02 4.141666666327582647e+01 6.060216757829984857e+01 1.212043351565992634e+04
